Latitude,Longitude,sg_clay_t500_mean,sg_clay_t500_std,sg_clay_t8k_mean,sg_clay_t8k_std,sg_clay_upstream_mean,sg_clay_downstream_mean,sg_clay_updown_ratio,sg_ph_t500_mean,sg_ph_t500_std,sg_ph_t8k_mean,sg_ph_t8k_std,sg_ph_upstream_mean,sg_ph_downstream_mean,sg_ph_updown_ratio,sg_cec_t500_mean,sg_cec_t500_std,sg_cec_t8k_mean,sg_cec_t8k_std,sg_cec_upstream_mean,sg_cec_downstream_mean,sg_cec_updown_ratio,sg_soc_t500_mean,sg_soc_t500_std,sg_soc_t8k_mean,sg_soc_t8k_std,sg_soc_upstream_mean,sg_soc_downstream_mean,sg_soc_updown_ratio
-28.760833,17.730278,17.25,29.877876430563134,67.91458333333334,16.595085738245594,68.03368421052632,56.6,1.2020085549541717,20.75,35.94005425705421,79.47708333333334,17.054370646837786,79.70526315789473,57.8,1.3789837916566927,39.25,67.98299419707844,154.10520833333334,34.53377534443535,154.53052631578947,113.7,1.3591075313601897,49.25,85.3035022727672,100.775,57.14669901519539,100.89684210526316,89.2,1.1311305168738794
-26.861111,28.884722,292.5,3.640054944640259,297.81458333333336,19.629033445207014,297.5599571734475,306.96153846153845,0.9693721195974333,64.0,1.0,64.590625,1.318978307646364,64.59100642398288,64.57692307692308,1.0002180863734091,188.75,1.0897247358851685,199.78645833333334,9.749424339754487,200.06531049250535,189.76923076923077,1.054255791001702,123.5,3.2015621187164243,119.975,8.767684509987038,120.01498929336188,118.53846153846153,1.0124561069515823
-26.45,28.085833,255.75,2.277608394786075,242.25520833333334,56.28993465715338,241.01339285714286,259.640625,0.9282576363273276,61.75,0.4330127018922193,58.5625,13.319247116485226,58.39732142857143,60.875,0.9592989146361478,206.5,3.2015621187164243,190.578125,45.88373146498704,190.38504464285714,193.28125,0.9850155907143535,134.5,8.845903006477066,110.78958333333334,37.10303075886195,107.28794642857143,159.8125,0.671336387507262
-27.671111,27.236944,186.5,107.72302446552455,174.16458333333333,100.34243450468196,172.271645021645,222.75,0.7733856117691029,48.75,28.207933281259724,49.592708333333334,28.41338719391965,48.976190476190474,65.41666666666667,0.7486806187431684,141.5,81.94662897276496,118.31041666666667,69.11900588713924,117.17532467532467,147.44444444444446,0.7947083060114596,83.75,48.60748399166532,72.72604166666666,43.34357590037533,71.58658008658008,101.97222222222223,0.7020203985601622
-27.356667,27.286389,227.0,0.0,215.12916666666666,44.823984271506056,214.0592193808883,218.7926267281106,0.978365782165035,67.0,0.0,64.33125,13.09566811726305,64.4885598923284,63.7926267281106,1.0109093040968955,150.0,3.0,161.640625,36.91260816138629,162.42530282637955,158.95391705069125,1.0218389445192413,75.5,0.5,81.40520833333333,23.67306340984616,82.48183041722746,77.71889400921658,1.0612841506383237
-27.010111,26.698083,0.0,0.0,162.34479166666668,73.03398804921763,165.07286995515696,126.55882352941177,1.304317354978132,0.0,0.0,55.025,24.167458320366805,56.17152466367713,39.98529411764706,1.4048045888637337,0.0,0.0,119.3625,55.9868088072241,121.81165919282512,87.23529411764706,1.3963575227752214,0.0,0.0,69.7875,40.404705919195436,69.47309417040358,73.91176470588235,0.939946359646051
-25.127778,27.628889,222.0,5.612486080160912,226.18333333333334,17.708511763806943,225.92821782178217,227.53947368421052,0.9929187853147459,65.25,0.4330127018922193,64.778125,1.4396688801161883,64.78836633663366,64.72368421052632,1.0009993579135088,167.75,2.7726341266023544,179.40416666666667,14.589136345430306,180.53341584158414,173.40131578947367,1.041130599381757,103.5,9.069178573608527,106.26770833333333,32.177958925040556,103.70173267326733,119.90789473684211,0.8648449120116036
-25.20639,27.558,226.25,3.766629793329841,219.04895833333333,19.488637153007833,218.96712619300106,223.58823529411765,0.9793320561113794,65.0,0.0,64.471875,4.335805459701231,64.45174973488865,65.58823529411765,0.9826724174811089,181.75,4.14578098794425,174.68958333333333,15.762478384644618,174.60127253446447,179.58823529411765,0.972231127770797,107.5,9.5,105.55104166666666,20.88075018004854,105.47826086956522,109.58823529411765,0.9624962076119015
-24.69514,27.40906,219.25,1.920286436967152,229.03125,19.08580030906485,240.14066496163682,221.39718804920915,1.0846599592229382,66.25,0.4330127018922193,67.25208333333333,1.7704153918564485,67.86700767263427,66.82952548330404,1.0155243087800747,186.0,2.5495097567963922,165.853125,12.807317676535877,159.08695652173913,170.50263620386644,0.9330469021688842,107.5,1.118033988749895,103.21354166666667,16.204398321338477,99.96675191815856,105.44463971880492,0.9480496323440495
-26.984722,26.632278,210.5,8.0156097709407,153.47916666666666,80.80742013766778,155.1768292682927,143.53571428571428,1.0811025676808084,65.5,0.5,51.577083333333334,26.725111003693176,52.52926829268293,46.0,1.141940615055842,137.0,5.787918451395113,117.096875,63.032200687963524,120.01951219512195,99.97857142857143,1.2004523617418208,73.25,1.0897247358851685,67.25,44.90561861653097,64.85975609756098,81.25,0.7982739211997679
