Latitude,Longitude,year,cropland_t500_frac,forest_t500_frac,shrub_t500_frac,grassland_t500_frac,sparse_t500_frac,wetland_t500_frac,urban_t500_frac,bare_t500_frac,water_t500_frac,cropland_t2k_frac,forest_t2k_frac,shrub_t2k_frac,grassland_t2k_frac,sparse_t2k_frac,wetland_t2k_frac,urban_t2k_frac,bare_t2k_frac,water_t2k_frac,cropland_t8k_frac,forest_t8k_frac,shrub_t8k_frac,grassland_t8k_frac,sparse_t8k_frac,wetland_t8k_frac,urban_t8k_frac,bare_t8k_frac,water_t8k_frac,cropland_upstream_frac,cropland_downstream_frac,cropland_updown_ratio,forest_upstream_frac,forest_downstream_frac,forest_updown_ratio,shrub_upstream_frac,shrub_downstream_frac,shrub_updown_ratio,grassland_upstream_frac,grassland_downstream_frac,grassland_updown_ratio,sparse_upstream_frac,sparse_downstream_frac,sparse_updown_ratio,wetland_upstream_frac,wetland_downstream_frac,wetland_updown_ratio,urban_upstream_frac,urban_downstream_frac,urban_updown_ratio,bare_upstream_frac,bare_downstream_frac,bare_updown_ratio,water_upstream_frac,water_downstream_frac,water_updown_ratio
-28.760833,17.730278,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.01775147928994083,0.014792899408284023,0.03254437869822485,0.0,0.0,0.893491124260355,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,17937.219730941706,0.014947683109118086,0.0,14947.683109118087,0.03288490284005979,0.0,32884.902840059796,0.0,0.0,0.0,0.0,0.0,0.0,0.9013452914798207,0.14285714285714285,6.309372874748622,0.03288490284005979,0.8571428571428571,0.03836567522011534
-28.760833,17.730278,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.01775147928994083,0.014792899408284023,0.03254437869822485,0.0,0.0,0.893491124260355,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,17937.219730941706,0.014947683109118086,0.0,14947.683109118087,0.03288490284005979,0.0,32884.902840059796,0.0,0.0,0.0,0.0,0.0,0.0,0.9013452914798207,0.14285714285714285,6.309372874748622,0.03288490284005979,0.8571428571428571,0.03836567522011534
-28.760833,17.730278,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.01775147928994083,0.014792899408284023,0.03254437869822485,0.0,0.0,0.893491124260355,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,17937.219730941706,0.014947683109118086,0.0,14947.683109118087,0.03288490284005979,0.0,32884.902840059796,0.0,0.0,0.0,0.0,0.0,0.0,0.9013452914798207,0.14285714285714285,6.309372874748622,0.03288490284005979,0.8571428571428571,0.03836567522011534
-28.760833,17.730278,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.01775147928994083,0.014792899408284023,0.03254437869822485,0.0,0.0,0.893491124260355,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,17937.219730941706,0.014947683109118086,0.0,14947.683109118087,0.03288490284005979,0.0,32884.902840059796,0.0,0.0,0.0,0.0,0.0,0.0,0.9013452914798207,0.14285714285714285,6.309372874748622,0.03288490284005979,0.8571428571428571,0.03836567522011534
-28.760833,17.730278,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.01775147928994083,0.014792899408284023,0.03550295857988166,0.0,0.0,0.8905325443786982,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,17937.219730941706,0.014947683109118086,0.0,14947.683109118087,0.03587443946188341,0.0,35874.43946188341,0.0,0.0,0.0,0.0,0.0,0.0,0.898355754857997,0.14285714285714285,6.2884462648821255,0.03288490284005979,0.8571428571428571,0.03836567522011534
-28.760833,17.730278,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.01775147928994083,0.014792899408284023,0.03550295857988166,0.0,0.0,0.8905325443786982,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,17937.219730941706,0.014947683109118086,0.0,14947.683109118087,0.03587443946188341,0.0,35874.43946188341,0.0,0.0,0.0,0.0,0.0,0.0,0.898355754857997,0.14285714285714285,6.2884462648821255,0.03288490284005979,0.8571428571428571,0.03836567522011534
-26.861111,28.884722,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.07142857142857142,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.14957264957264957,0.0,0.011396011396011397,0.8390313390313391,0.0,0.0,0.0,0.0,0.0,0.14852941176470588,0.18181818181818182,0.8169072717158878,0.0,0.0,0.0,0.010294117647058823,0.045454545454545456,0.22646560599196228,0.8411764705882353,0.7727272727272727,1.088579906128426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-26.861111,28.884722,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.07142857142857142,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.14957264957264957,0.0,0.011396011396011397,0.8390313390313391,0.0,0.0,0.0,0.0,0.0,0.14852941176470588,0.18181818181818182,0.8169072717158878,0.0,0.0,0.0,0.010294117647058823,0.045454545454545456,0.22646560599196228,0.8411764705882353,0.7727272727272727,1.088579906128426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-26.861111,28.884722,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.07142857142857142,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.14957264957264957,0.0,0.011396011396011397,0.8390313390313391,0.0,0.0,0.0,0.0,0.0,0.14852941176470588,0.18181818181818182,0.8169072717158878,0.0,0.0,0.0,0.010294117647058823,0.045454545454545456,0.22646560599196228,0.8411764705882353,0.7727272727272727,1.088579906128426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-26.861111,28.884722,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.07142857142857142,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.14957264957264957,0.0,0.011396011396011397,0.8390313390313391,0.0,0.0,0.0,0.0,0.0,0.14852941176470588,0.18181818181818182,0.8169072717158878,0.0,0.0,0.0,0.010294117647058823,0.045454545454545456,0.22646560599196228,0.8411764705882353,0.7727272727272727,1.088579906128426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
